,titles
1261,Chris The Swiss
1262,I Am Twenty
1263,Manifesto
1264,Groundhog Day
1265,Still Life
1266,A City Of Sadness
1267,The Lighthouse
1268,Dead Pigs
1269,Midnight Cowboy
1270,Rams
1271,Nanook Of The North
1272,Whiplash
1273,The Beasts
1274,Translating Ulysses
1275,Daughters Of Two Worlds
1276,Strike
1277,Teorema
1278,The Tenant
1279,Street Of Shame
1280,Songs From The Second Floor
1281,A Cambodian Spring
1282,A Touch Of Zen
1283,Howards End
1284,The Aviator's Wife
1285,Waiting For The Carnival
1286,Ulysses' Gaze
1287,Two Lovers
1288,Scarface
1289,Flee
1290,"Louise Bourgeois: The Spider, The Mistress And The Tangerine"
1291,Voltrans
1292,Crimes And Misdemeanors
1293,Stromboli
1294,Just Don't Think I'll Scream
1295,To Kill A Mockingbird
1296,The Killing Of A Chinese Bookie
1297,Food
1298,Zenne Dancer
1299,The Pearl Button
1300,The Mystery Of Picasso
1301,Untitled
1302,The Black Tower
1303,Kurdbûn - Essere Curdo
1304,La Antena
1305,Pussy
1306,Ed Wood
1307,Diego Maradona
1308,The Storm
1309,Terminator 2: Judgment Day
1310,Biutiful
1311,Mr. Gaga
1312,El Sur
1313,The Patriot Game
1314,Berlin: Symphony Of A Great City
1315,Adoption
1316,Bubble Bath
1317,Moon
1318,The Banshees Of Inisherin
1319,The Wrestler
1320,A Broken Love Story
1321,Kavur
1322,Floating Weeds
1323,The Piano
1324,Special Flight
1325,The Making Of Priscilla
1326,"I Was Born, But..."
1327,The Collector
1328,L'argent
1329,The German Sisters
1330,Street Of Crocodiles
1331,Twice Born
1332,Jaws
1333,The Master
1334,The Innocents
1335,Reality
1336,The Usual Suspects
1337,A Perfectly Normal Family
1338,Celluloid Man
1339,Who Is Sabato De Sarno? A Gucci Story
1340,Santa Sangre
1341,Being There
1342,Song Of My Mother
1343,The Insult
1344,The Killing
1345,Bread And Tulips
1346,A Song Of Love
1347,Samurai Rebellion
1348,I Am Somebody
1349,Le Doulos
1350,Monsieur Verdoux
1351,Nimic
1352,Inland Sea
1353,Sanjuro
1354,Tropical Malady
1355,The Quiet Girl
1356,Parallel Mothers
1357,Eyes Wide Shut
1358,Tom At The Farm
1359,Tie Me Up! Tie Me Down!
1360,Antichrist
1361,Swagger
1362,El Sicario: Room 164
1363,Sivas
1364,Mediterranea
1365,Placebo
1366,This Magnificent Cake!
1367,The Dance Of Reality
1368,Inside Llewyn Davis
1369,American Psycho
1370,The Silence Of The Sea
1371,My Aunt
1372,Wild Reeds
1373,Clouds Of Sils Maria
1374,The Bridge On The River Kwai
1375,The Ballad Of Narayama
1376,Y Tu Mamá También
1377,Ashes Of Time Redux
1378,The Illusionist
1379,Shadow Of A Doubt
1380,The Point
1381,Dear Diary
1382,Whores' Glory
1383,The Shop Around The Corner
1384,On Call
1385,In The Realm Of The Senses
1386,Stagecoach
1387,Boats Out Of Watermelon Rinds
1388,Wendy And Lucy
1389,The Human Condition I: No Greater Love
1390,Killer Of Sheep
1391,Walden
1392,Give Me Liberty
1393,In Bloom
1394,A Page Of Madness
1395,After Love
1396,An Impossible Love
1397,What Have I Done To Deserve This?
1398,Frantz
1399,Of Fathers And Sons
1400,The Consequences Of Love
1401,Rio Bravo
1402,Macario
1403,Sullivan’s Travels
1404,Kickflip
1405,Girl
1406,When A Woman Ascends The Stairs
1407,Pokhar Ke Dunu Paar
1408,Sambizanga
1409,Silence In Paradise
1410,Cameraperson
1411,American History X
1412,The White Diamond
1413,Songlap
1414,Illumination
1415,A World Without Women
1416,Green Porno: Spider
1417,Bye Bye Brazil
1418,Things To Come
1419,Crimes Of The Future
1420,Rauf
1421,Theatre Of War
1422,The Son Of The White Mare
1423,The Phantom Carriage
1424,Voyage Of Time: An Imax Documentary
1425,The Factory
1426,Vive L'amour
1427,Going My Home: Episode 10
1428,Afire
1429,24 City
1430,Ghost Of The Golden Groves
1431,Zero For Conduct
1432,Patrida
1433,Return To Seoul
1434,Il Grido
1435,Western
1436,A Grin Without A Cat
1437,Queer World
1438,Halloween
1439,Life Is Beautiful
1440,The Exorcist
1441,The Sleepwalkers
1442,Scott Walker: 30 Century Man
1443,Fists In The Pocket
1444,The Dark Glow Of The Mountains
1445,A Hidden Life
1446,The Big Heat
1447,Pestonjee
1448,Fear And Loathing In Las Vegas
1449,The Mine
1450,Tony Conrad: Completely In The Present
1451,Undine
1452,The Little Girl Who Sold The Sun
1453,Pickpocket
1454,Eat Your Catfish
1455,"Oh, Sun"
1456,A Touch Of Sin
1457,The Bridge Of Arts
1458,Somersault In A Coffin
1459,Anatomy Of A Murder
1460,Ratatouille
1461,No End
1462,The Taste Of Tea
1463,Summer With Monika
1464,The Meetings Of Anna
1465,The Tale Of King Crab
1466,My Best Fiend
1467,A Time To Live And A Time To Die
1468,State Funeral
1469,The Wrong Trousers
1470,All That Jazz
1471,Decalogue V
1472,Before The Rain
1473,Thelma
1474,Day For Night
1475,Harlan County Usa
1476,Donadona
1477,Dead Ringers
1478,All The Mornings Of The World
1479,The Kid With A Bike
1480,We All Loved Each Other So Much
1481,"Ivan The Terrible, Part Ii"
1482,Shadows
1483,My Sole Desire
1484,Entr'acte
1485,The Five Obstructions
1486,The Reluctant Revolutionary
1487,Yearning
1488,The City Of Lost Children
1489,The Fall
1490,The Wolfpack
1491,The Seventh Horse Of The Sun
1492,Heartstone
1493,Mammas: Maternal Instinct
1494,Blockade
1495,After Hours
1496,A Treat Of Coutinho
1497,Daulat
1498,Love And Anarchy
1499,The Magnificent Ambersons
1500,Stories We Tell
1501,American Honey
1502,"Silvered Water, Syria Self-portrait"
1503,Dream Work
1504,Titane
1505,The Basilisks
1506,Punch-drunk Love
1507,"Lacombe, Lucien"
1508,"Between Us, A Secret"
1509,Salt Of The Earth
1510,Treasure Island
1511,Donkey Skin
1512,Lamb
1513,Zuhur's Daughters
1514,Marx Can Wait
1515,Butch Cassidy And The Sundance Kid
1516,What Time Is It There?
1517,The Memory Of The 16th March
1518,Claire's Knee
1519,Fox And His Friends
1520,Nooreh
1521,Colossal Youth
1522,Virus Tropical
1523,Bab'aziz
1524,Withnail & I
1525,Central Station
1526,Code Unknown: Incomplete Tales Of Several Journeys
1527,Geographies Of Solitude
1528,L'âge D'or
1529,Towards Tenderness
1530,M
1531,Mean Streets
1532,Language Lessons
1533,The Times Of Harvey Milk
1534,The Virgin Suicides
1535,Lights In The Dusk
1536,An Angel At My Table
1537,Mélo
1538,The Wild Goose Lake
1539,The Coward
1540,One Second
1541,Alethea - Hakikat
1542,Kuessipan
1543,Rocky Road To Dublin
1544,Ponyo
1545,"20,000 Days On Earth"
1546,East Of War
1547,Madame
1548,Earth
1549,Bergman Island
1550,Suzaki Paradise: Red Light District
1551,Perfect Sense
1552,Farewell My Concubine
1553,Simon Of The Desert
1554,The Realm Of Fortune
1555,Chavela
1556,Platform
1557,My Fat Arse And I
1558,Beats
1559,Leningrad Cowboys Go America
1560,Letter From An Unknown Woman
1561,At Land
1562,The Hustler
1563,Ghost Dog: The Way Of The Samurai
1564,Turtles Can Fly
1565,Blue
1566,Moving On
1567,Silvia Prieto
1568,Blight
1569,Pink Floyd: Live At Pompeii
1570,Babette's Feast
1571,Apiyemiyekî?
1572,Mind The Steps!
1573,On Board
1574,The Wild Boys
1575,The Stuart Hall Project
1576,Witness For The Prosecution
1577,The Gold Rush
1578,Tomorrow
1579,Science Is Fiction: 23 Films By Jean Painlevé
1580,Incurable
1581,Past Lives
1582,Short Cuts
1583,This Boy's Life
1584,A Tale Of Love And Desire
1585,Manila In The Claws Of Light
1586,May Fools
1587,Cryptozoo
1588,Crystal Fairy & The Magical Cactus
1589,Encounters At The End Of The World
1590,Le Joli Mai
1591,Deep Red
1592,Pi
1593,Morphine
1594,The Kingdom I
1595,A Tiger In Paradise
1596,Salim Langde Pe Mat Ro
1597,Paradise: Love
1598,The Delinquents
1599,Expecting A Grain Of Sand
1600,Tehran Taboo
1601,Cemetery Of Splendour
1602,The Kingdom Ii
1603,A Month Of Single Frames
1604,Rebels Of The Neon God
1605,Naked Childhood
1606,A Pigeon Sat On A Branch Reflecting On Existence
1607,"Ivan The Terrible, Part I"
1608,The Road
1609,Queen Margot
1610,Loves Of A Blonde
1611,Corpo Celeste
1612,White Heat
1613,Megacities: 12 Stories Of Survival
1614,Darkness Light Darkness
1615,Death By Hanging
1616,The Quince Tree Sun
1617,The Golden Thread
1618,A Fistful Of Dollars
1619,The Promise
1620,Another Year
1621,The Chess Players
1622,Nosferatu The Vampyre
1623,Three Sisters
1624,The Travelling Players
1625,The Wagoner
1626,Gagarine
1627,Hearts And Minds
1628,Montparnasse 19
1629,Safe
1630,A Wedding
1631,Paragraph 175
1632,The French Connection
1633,"Hissein Habré, A Chadian Tragedy"
1634,Playing
1635,Land Of Mine
1636,Seven Chances
1637,Welfare
1638,What Do We See When We Look At The Sky?
1639,Testament Of Orpheus
1640,Like Someone In Love
1641,The Killing Of A Sacred Deer
1642,The Flower Of My Secret
1643,The Assassination Of Jesse James By The Coward Robert Ford
1644,Miller's Crossing
1645,M. Hulot's Holiday
1646,Eight Deadly Shots
1647,Julieta
1648,Only Yesterday
1649,Crooklyn
1650,Midsommar
1651,Horse In The House
1652,Maffy's Jazz
1653,Whisper Of The Heart
1654,The Son
1655,A Serious Man
1656,Forget Me Not
1657,Benny's Video
1658,Carnival Of Souls
1659,Vendetta Song
1660,Green Porno: Shrimp
1661,Aquarius
1662,Ryuichi Sakamoto: Async At The Park Avenue Armory
1663,The Party
1664,I Am So Proud Of You
1665,Dawn Of The Dead
1666,The Hour Of The Furnaces
1667,Oleg
1668,Mad Max: Fury Road
1669,On The Silver Globe
1670,Shoot The Piano Player
1671,The Fall
1672,Trust
1673,Utøya - July 22
1674,Closely Watched Trains
1675,Bixa Travesty
1676,Sherlock: The Reichenbach Fall
1677,Sieranevada
1678,The Orphan
1679,Don't Look Now
1680,The Texas Chain Saw Massacre
1681,Ménilmontant
1682,Bob Le Flambeur
1683,Alice
1684,The Idiots
1685,A Chiara
1686,Inland Empire
1687,The Best Years Of Our Lives
1688,Ashes And Diamonds
1689,Mr. Muhsin
1690,Difficult Years
1691,Paris 05:59: Théo & Hugo
1692,Happiness
1693,The Lady Eve
1694,Border
1695,The Trial Of Joan Of Arc
1696,King Of The Doormen
1697,À Nos Amours
1698,Corsage
1699,Out Of A Jam
1700,The Peddler
1701,Sampha: Process
1702,Kiss Me Deadly
1703,Lilya 4-ever
1704,Around The World When You Were My Age
1705,Sibyl
1706,Seconds
1707,Rebel Without A Cause
1708,Ghost World
1709,The Blue Angel
1710,With Blood On My Hands: Pusher Ii
1711,Saving Private Ryan
1712,This Is England
1713,Junkyard Dog
1714,If Only
1715,Tokyo Godfathers
1716,Kil
1717,The Blood Of A Poet
1718,Nowhere Special
1719,La Ricotta
1720,Hail Satan?
1721,The Chaplin Revue
1722,Our Daily Bread
1723,"Wittgenstein Plays Chess With Marcel Duchamp, Or How Not To Do Philosophy"
1724,Everybody Street
1725,The Brand New Testament
1726,Wild At Heart
1727,The Cloud-capped Star
1728,The Lord Of The Rings: The Two Towers (extended Version)
1729,Mouthpiece
1730,My Man Godfrey
1731,Journey
1732,Long Day's Journey Into Night
1733,The Wind
1734,All The President's Men
1735,Ai Weiwei: Never Sorry
1736,"Think Global, Act Rural"
1737,Spider-man: Into The Spider-verse
1738,Alice In Wonderland
1739,My Winnipeg
1740,Whale Valley
1741,Nymphomaniac: Volume I – The Director's Cut
1742,A Geisha
1743,Häxan: Witchcraft Through The Ages
1744,"Throw Away Your Books, Rally In The Streets"
1745,Green Porno: Squid
1746,Gosford Park
1747,Stand By Me
1748,Rejected
1749,"Distant Voices, Still Lives"
1750,Starlet
1751,Mandabi
1752,Sicario
1753,Maborosi
1754,Journey To Italy
1755,Finding Nemo
1756,Die Nibelungen: Siegfried
1757,Belladonna Of Sadness
1758,In The House
1759,A Girl Walks Home Alone At Night
1760,The Crossing
1761,Django Unchained
1762,Duet
1763,We Come As Friends
1764,"Havana, From On High"
1765,Peace
1766,Return
1767,The Pervert's Guide To Ideology
1768,Everything Everywhere All At Once
1769,La Voce Di Pasolini
1770,Timbuktu
1771,Times And Winds
1772,Mother And Son
1773,Under The Sand
1774,Blow Out
1775,Children Of Heaven
1776,Valley Of Souls
1777,Porco Rosso
1778,About Dry Grasses
1779,Bilge And Her Apprentice: Diary Of An Assistant Director
1780,In Praise Of Nothing
1781,Cycling The Frame
1782,Irreversible: Straight Cut
1783,Heathers
1784,Ankhon Dekhi
1785,Control
1786,Eletrodoméstica
1787,Ottaal
1788,The Last Season: Shawaks
1789,Zelig
1790,"Merry Christmas, Mr. Lawrence"
1791,Kung-fu Master!
1792,Broken Embraces
1793,Duvidha
1794,Evolution Of A Filipino Family
1795,Saroyanland
1796,Melancholia
1797,All Or Nothing
1798,The Small Town
1799,Priscilla
1800,Walking On Water
1801,Water Lilies
1802,The Iron Giant
1803,A Day In The Country
1804,The Great Ecstasy Of Woodcarver Steiner
1805,Smiles Of A Summer Night
1806,Seduce Me: Snake
1807,Sofia And The Stubborn Man
1808,The Giant Buddhas
1809,"Monsters, Inc."
1810,Endless Poetry
1811,Dial M For Murder
1812,Pusher
1813,Sonatine
1814,Uncut Gems
1815,Party
1816,Revenge Of The Snakes
1817,Come To My Voice
1818,Naked Lunch
1819,Fabian: Going To The Dogs
1820,Julia
1821,"La Commune (paris, 1871)"
1822,Paranoid Park
1823,A Winter's Tale
1824,The Only Son
1825,News From Home
1826,Lolita
1827,The Kingdom Ii
1828,Roman Holiday
1829,Death In Venice
1830,In The Soup
1831,A Face In The Crowd
1832,Dust In The Wind
1833,The All-round Reduced Personality - Redupers
1834,Aakrosh
1835,Five Easy Pieces
1836,Blood In The Mobile
1837,"Goodbye, Dragon Inn"
1838,Laura
1839,Medusa Deluxe
1840,Rosa Rosae. A Spanish Civil War Elegy
1841,Evil Dead Ii
1842,For All Mankind
1843,The Lady From Shanghai
1844,The Last Year Of Darkness
1845,A Man Of Integrity
1846,Seduce Me: Cuttle Fish
1847,Sound Of Noise
1848,Bride Of Frankenstein
1849,The Secret Face
1850,Confidentially Yours
1851,Henri-georges Clouzot's Inferno
1852,Threads
1853,Pleasure
1854,Following
1855,Tamara And The Ladybug
1856,Three Monkeys
1857,The New Watchdogs
1858,No Direction Home: Bob Dylan
1859,The Border Fence
1860,Serpico
1861,The Sea Horse
1862,Dior And I
1863,The Wailing
1864,Import/export
1865,Thinking Like A Mountain
1866,Majority
1867,'til Madness Do Us Part
1868,Gimme Shelter
1869,Read My Lips
1870,Mr. Smith Goes To Washington
1871,Scenes From The Suburbs
1872,Missing
1873,Mammas: Hamster
1874,Youth
1875,Angel's Egg
1876,Far From Men
1877,La La Land
1878,Recollections Of The Yellow House
1879,Twenty Years Later
1880,Asako I & Ii
1881,Girlhood
1882,Othello
1883,The Fly
1884,A Fantastic Woman
1885,All'armi Siam Fascisti!
1886,Tetsuo: The Iron Man
1887,Drugstore Cowboy
1888,Isle Of Dogs
1889,The Manchurian Candidate
1890,45 Years
1891,Days Of Being Wild
1892,Love
1893,The Lost Weekend
1894,Two-lane Blacktop
1895,Mysteries Of Lisbon
1896,A Scene At The Sea
1897,At War
1898,Die Hard
1899,The Human Condition Ii: Road To Eternity
1900,A Simple Life
1901,The Holy Office
1902,Valerie And Her Week Of Wonders
1903,Love Affair
1904,A Night Of Knowing Nothing
1905,The Clock
1906,Once
1907,The Philadelphia Story
1908,This Is Not A Movie
1909,Aani Maani
1910,Black Rain
1911,More Than Two Hours
1912,Quai Des Orfèvres
1913,The Sword Of Doom
1914,Hot Fuzz
1915,What Will Summer Bring
1916,The Golden Dream
1917,The Lady Vanishes
1918,Zero Fucks Given
1919,Terri
1920,"Good Night, And Good Luck."
1921,Room 666
1922,Abraham's Valley
1923,Stray Dog
1924,Safety Last!
1925,Sonita
1926,Star Wars: Episode Vi - Return Of The Jedi
1927,Man Bites Dog
1928,Recycling Life / I Found Dostoyevsky In Garbage
1929,Don't Look Back
1930,Leto
1931,Berlin Rebel High School
1932,Don't Let Them Shoot The Kite
1933,Never Gonna Snow Again
1934,Bright Star
1935,Antarctica: Ice & Sky
1936,La Chimera
1937,Future Lasts Forever
1938,The Child Of Another
1939,Ghosts Before Breakfast
1940,Horse Money
1941,Seduce Me: Bedbug
1942,Sun In The Last Days Of The Shogunate
1943,"Terror, Sisters!"
1944,Castaway On The Moon
1945,Rebu
1946,Monty Python's The Meaning Of Life
1947,The Hawks And The Sparrows
1948,Brokeback Mountain
1949,The Kingdom Ii
1950,Flowers Of Taipei: Taiwan New Cinema
1951,Sand
1952,The Breadwinner
1953,Hester Street
1954,Diary Of A Pregnant Woman
1955,Darling
1956,The Bad Sleep Well
1957,Parched
1958,Les Misérables
1959,Vitalina Varela
1960,Sepi
1961,Jackie Brown
1962,Hard To Be A God
1963,The Fabulous Ones
1964,Gloria
1965,Trijya
1966,The Kiosk
1967,Lost Illusions
1968,Cabaret
1969,Sweet Sixteen
1970,Amdavad Ma Famous
1971,Common Wealth
1972,The Hole
1973,We Want Roses Too
1974,Taipei Story
1975,Rafiki
1976,Van Gogh
1977,The Shop On Main Street
1978,Beginning
1979,De Humani Corporis Fabrica
1980,Wanda
1981,But I'm A Cheerleader
1982,A Night At The Opera
1983,Submarine
1984,20 Feet From Stardom
1985,Into The Wild
1986,Delfin
1987,The Host
1988,Marriage Story
1989,Knife In The Water
1990,Le Jour Se Lève
1991,La Terra Trema
1992,Thirst
1993,"Ydessa, The Bears And Etc."
1994,Branded To Kill
1995,Kids Return
1996,Snow Pirates
1997,Enough With Catcalling
1998,King Kong
1999,"Norte, The End Of History"
2000,Night Journey
2001,Martin Margiela: In His Own Words
2002,Rabbit Of Seville
2003,Song Of The Sea
2004,The Kingdom Ii
2005,Falling Leaves
2006,Les Misérables
2007,Zodiac
2008,The Great Escape
2009,The Third Page
2010,Gertrud
2011,In Bed With Victoria
2012,Insiang
2013,Russian Ark
2014,Silent Light
2015,The Tree Of Life: The Extended Cut
2016,The Woman Next Door
2017,The Last Emperor
2018,All Quiet On The Western Front
2019,Citizenfour
2020,"Maadathy, An Unfairy Tale"
2021,One Froggy Evening
2022,A Dog Called Money
2023,Rasan Piya
2024,Dead Souls (part 3)
2025,This Transient Life
2026,Gone With The Wind
2027,An American Werewolf In London
2028,Bigger Than Life
2029,The Producers
2030,Ashik Kerib
2031,Echo Of The Mountain
2032,Style Wars
2033,The Holy Girl
2034,God's Comedy
2035,C'mon C'mon
2036,Farming
2037,El Amparo
2038,Glengarry Glen Ross
2039,Parasite: Black & White Edition
2040,Early Spring
2041,Lúcio Flávio
2042,Green Porno: Fly
2043,"Black God, White Devil"
2044,"Spectre: Sanity, Madness & The Family"
2045,405
2046,The 39 Steps
2047,Blade Runner 2049
2048,Living Still Life
2049,El Doctor
2050,35 Shots Of Rum
2051,Trafic
2052,Je Vous Salue Sarajevo
2053,I've Heard The Mermaids Singing
2054,Two Horses Of Genghis Khan
2055,Styx
2056,Photografaction
2057,Adolescents
2058,"My Donkey, My Lover & I"
2059,Scarface
2060,All About Lily Chou-chou
2061,3 Faces
2062,Downstream To Kinshasa
2063,The Vanishing
2064,The Twilight Samurai
2065,This Must Be The Place
2066,A Dog's Will
2067,Written On The Wind
2068,Meek's Cutoff
2069,Berg Fidel: A School For All
2070,Secret Sunshine
2071,Dr. Mabuse: The Gambler
2072,Memoria
2073,Pictures Of The Old World
2074,Mimaroğlu: The Robinson Of Manhattan Island
2075,Naseem
2076,Le Plaisir
2077,The Life Aquatic With Steve Zissou
2078,"Crouching Tiger, Hidden Dragon"
2079,Jerichow
2080,Bill Cunningham New York
2081,The Fog Of War
2082,Weekend
2083,Men Who Save The World
2084,The Prestige
2085,A Very Curious Girl
2086,The Red And The White
2087,My Own Private Idaho
2088,Jacob's Ladder
2089,Tár
2090,Straw Dogs
2091,Unsane
2092,Azor
2093,Call Me Marianna
2094,"The Devil, Probably"
2095,Moonlit Winter
2096,Port Of Shadows
2097,Karamay
2098,The Tin Drum
2099,The Cruise
2100,Carrie
2101,This Is Not A Film
2102,L'amour Fou
2103,I Killed My Mother
2104,American Movie
2105,Gummo
2106,Blue Collar
2107,Notebook On Cities And Clothes
2108,The Bandit
